,type,epoch,top1,top5,loss,time,grad_norm,network_norm,trainable_params,round,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
4,train,2,0.9999833333333333,1.0,1.5725937691968284e-06,3.8,134.6449535648289,71.89551580349274,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9756,0.9989,0.0006384586680680514,,,,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,1.0,1.0,1.0627115016783742e-06,3.9,134.79130470489315,71.87633324106726,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.976,0.9991,0.0006256848123855889,,,,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.99955,1.0,8.80831411083515e-06,3.9,134.95112909231653,72.04803009123438,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9753,0.9987,0.0006675118319690227,,,,135072,23,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9999833333333333,1.0,1.4994743234638009e-06,4.0,135.04981247079087,72.13559559132761,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9745,0.9987,0.0006668848293833434,,,,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9999166666666667,1.0,1.943223415067526e-06,4.0,135.18854114167485,72.2294222922614,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9754,0.9987,0.0006716322053223849,,,,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9996666666666667,1.0,5.226101449867808e-06,3.9,135.41102765544125,72.38440540006101,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9752,0.999,0.0006613421337679029,,,,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99995,1.0,1.7870885346383148e-06,3.9,135.59806075417544,72.4487290075727,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9746,0.999,0.0006393283601850271,,,,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999,1.0,2.3253316410470386e-06,3.9,135.83358025882143,72.57178588393079,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9749,0.9989,0.0006303517551161349,,,,135072,24,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9998,1.0,2.9129766031473992e-06,3.9,135.9950450602288,72.69226688686703,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9753,0.9991,0.0006369419995695352,,,,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9998833333333333,1.0,2.2873301051731686e-06,4.0,136.263512500704,72.90209833208327,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9752,0.9992,0.0006084585180506111,,,,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998666666666667,1.0,2.479796260073878e-06,4.0,136.33402142206793,73.03013357702869,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9749,0.999,0.0006430729307234287,,,,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99985,1.0,2.678565684406446e-06,3.9,136.65921998597014,73.18166850969732,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9756,0.9989,0.000660381536372006,,,,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999666666666667,1.0,1.2756842152763662e-06,4.0,136.9357261124553,73.17467631749419,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9761,0.999,0.0006309647576883435,,,,135072,25,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9999833333333333,1.0,1.2915540241010603e-06,4.1,137.0787430154901,73.25347972831352,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9749,0.9993,0.0006303566396236419,,,,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9997833333333334,1.0,3.53508611418268e-06,3.8,137.42367363004192,73.47224694650772,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9751,0.9989,0.0006417725826613605,,,,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999,1.0,2.222060990364601e-06,3.9,137.55493238119075,73.55766422472118,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9758,0.9991,0.0006614829268306494,,,,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999166666666667,1.0,2.273237493803511e-06,4.1,137.69362886086697,73.53611596296443,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9754,0.9991,0.0006378055408596992,,,,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9997666666666667,1.0,3.165113013710652e-06,3.9,137.81387169921916,73.52520395420768,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9738,0.9989,0.0006827762715518475,,,,135072,26,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99995,1.0,2.389553435871979e-06,4.0,138.05981457726233,73.8009960887118,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9738,0.9992,0.0006760104021057487,,,,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9999333333333333,1.0,1.9133223221918647e-06,4.1,138.27885863022894,73.8792524344396,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.975,0.9991,0.0006480744918808341,,,,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999,1.0,2.4752094880265457e-06,3.9,138.38341660463004,73.93468631106363,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9743,0.9987,0.0006850127167999744,,,,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999333333333333,1.0,1.6270687277331792e-06,3.9,138.72513606209813,74.04038200413405,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9756,0.9988,0.0006399528551846742,,,,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998333333333334,1.0,2.729055066629371e-06,4.0,138.8159703893904,74.05348075029747,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9744,0.9988,0.0006857208389788866,,,,135072,27,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99995,1.0,1.868702848666241e-06,3.9,138.96482266977176,74.23680890590427,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9755,0.999,0.0006684372033923864,,,,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.99995,1.0,1.2151015282142907e-06,3.9,139.1695541517902,74.3156154881397,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9743,0.9988,0.0006615353036671877,,,,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998833333333333,1.0,2.161794971652853e-06,3.9,139.33615551313534,74.32206177521262,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9738,0.9987,0.0006814139399677515,,,,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999333333333333,1.0,1.5884701582763228e-06,3.9,139.52915782781173,74.35447102114978,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9739,0.9987,0.0006965432904660701,,,,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,1.0,1.0,8.553040160829066e-07,3.9,139.79161565785955,74.40208271809419,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9742,0.9989,0.0006721829394809902,,,,135072,28,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9998333333333334,1.0,2.763143587981176e-06,4.1,139.80667451114928,74.67010321907236,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9743,0.9987,0.0006897925727069378,,,,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9998,1.0,3.6678104375065836e-06,3.9,140.10910953461686,74.8001841678487,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9741,0.9987,0.000675203418917954,,,,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9996333333333334,1.0,5.658075637499375e-06,3.9,140.16225025008117,74.93313734134485,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9744,0.9986,0.0006837148051708937,,,,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999833333333333,1.0,1.0882077628593833e-06,4.0,140.3818727558952,74.92223929503449,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9757,0.9989,0.0006405513394623994,,,,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998833333333333,1.0,2.282392996433676e-06,4.1,140.49398313116336,74.95242728182198,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9752,0.9987,0.0006578683556057513,,,,135072,29,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99995,1.0,1.6336125979250938e-06,4.0,140.6153251726928,75.12804275486258,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9758,0.999,0.0006572583603905514,,,,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.99995,1.0,1.3966651019169755e-06,3.9,140.73744516058937,75.1685084910217,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9755,0.9988,0.0006332637544721365,,,,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999666666666667,1.0,1.4779846421940117e-06,3.9,140.7994470792182,75.16087739685845,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9753,0.9986,0.0006662138269282877,,,,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999333333333333,1.0,2.2793320614255206e-06,4.0,141.16745594903938,75.42817376927069,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9756,0.999,0.0006036085493862629,,,,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999333333333333,1.0,1.6961943401838652e-06,4.0,141.36504316582668,75.44621103811899,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9755,0.9987,0.0006439213353209198,,,,135072,30,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9997833333333334,1.0,3.105832776676228e-06,3.9,141.6591616323041,75.50204775080213,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9745,0.9985,0.0006924344353377819,,,,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9999,1.0,2.195774353216014e-06,4.0,141.85249827788655,75.61077331893783,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9756,0.9988,0.0006146448667161166,,,,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999833333333333,1.0,1.245693037314292e-06,4.0,142.0294904910983,75.62860437082968,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9756,0.9987,0.0006418616202776321,,,,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999333333333333,1.0,1.3981250132322505e-06,3.9,142.18325890599573,75.6157352349679,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.975,0.9986,0.0006321258794516325,,,,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9996,1.0,4.9713787469348365e-06,4.0,142.41832917521083,75.70712853879888,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9735,0.9987,0.0006729922756552696,,,,135072,31,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9999666666666667,1.0,1.921775197479292e-06,3.9,142.76391985884632,75.82121000025045,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9746,0.9988,0.0006699654376134276,,,,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.99985,1.0,2.3412106234597257e-06,4.0,142.73053618808336,75.83175786451203,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9753,0.9986,0.0006473702557384968,,,,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9999833333333333,1.0,7.637106912018984e-07,3.9,142.8887819021798,75.80174112384154,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.976,0.9986,0.0006811684977263212,,,,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.99965,1.0,5.470867882195307e-06,3.9,143.04799448179463,75.94059045536426,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9742,0.9988,0.0007089150737971067,,,,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998666666666667,1.0,3.0521611780083426e-06,3.9,143.6600445762291,76.25789640211141,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.974,0.999,0.0007140224032104015,,,,135072,32,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.9999333333333333,1.0,1.5732428570117917e-06,3.9,143.8397506554309,76.35870920364502,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.975,0.9988,0.0006889283435419202,,,,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9998833333333333,1.0,2.0970137464246363e-06,3.9,144.0455211604144,76.49028444362304,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9751,0.999,0.0006650814805179835,,,,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998333333333334,1.0,3.271171248009826e-06,3.9,144.31820310401633,76.6644421842582,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9742,0.9985,0.0006892717380076647,,,,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9999666666666667,1.0,1.0107336768063153e-06,3.9,144.3618873641514,76.71441302235465,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9754,0.999,0.000654234926123172,,,,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9999166666666667,1.0,1.7064175342663173e-06,3.9,144.63223454061688,76.84655635485974,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9757,0.9989,0.0006664128620177507,,,,135072,33,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99985,1.0,2.4376274195371178e-06,3.9,144.8400094963173,76.88241962316165,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
1,test,0,0.9747,0.9982,0.0006840459160506725,,,,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
2,train,1,0.9999833333333333,1.0,9.981014166745202e-07,4.1,145.0418669338055,76.97011963517038,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
3,test,1,0.9766,0.9986,0.0006327130915597081,,,,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
4,train,2,0.9998833333333333,1.0,2.0331425415254972e-06,4.2,145.05010526505342,77.10020085710026,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
5,test,2,0.9737,0.9986,0.0007030990401282907,,,,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
6,train,3,0.9998666666666667,1.0,2.9196740306057715e-06,3.9,145.52012284391722,77.34997569219598,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
7,test,3,0.9737,0.999,0.0006885683532804251,,,,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
8,train,4,0.9998333333333334,1.0,2.6770091577721663e-06,3.9,145.7079152114172,77.44126060852662,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
9,test,4,0.9734,0.9985,0.0007473580595105887,,,,135072,34,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
0,train,0,0.99995,1.0,1.2899977433941483e-06,4.0,145.8810407898545,77.46225100135408,135072,35,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_MNIST,5,MLP,backprop,MLP_backprop
