,Unnamed: 0,Unnamed: 0.1,type,epoch,top1,top5,loss,time,layer,round,trainable_params,optimizer,hidden_layer_dim,batch_size,batch_norm,weight_decay,learning_rate,invariant,condition,max_epochs,model,train_strategy,model_strategy
356,356,36,train,18,0.4265333333333333,0.8697666666666667,0.0067990514834721,4.1,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
357,357,37,test,18,0.4286,0.8697,0.0067698723435401,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
358,358,38,train,19,0.42625,0.8696833333333334,0.0068035709698994,4.2,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
359,359,39,test,19,0.4271,0.8699,0.006775242626667,,2,2,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
360,360,0,train,0,0.4385666666666666,0.8686833333333334,0.0067008769889672,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
361,361,1,test,0,0.4391,0.8689,0.0066673330664634,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
362,362,2,train,1,0.4356166666666666,0.8693833333333333,0.0066958207666873,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
363,363,3,test,1,0.4361,0.87,0.0066570047855377,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
364,364,4,train,2,0.4348833333333333,0.8702,0.0066911736190319,4.2,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
365,365,5,test,2,0.4354,0.8717,0.0066515755295753,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
366,366,6,train,3,0.4401833333333333,0.8674833333333334,0.00668742120862,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
367,367,7,test,3,0.4418,0.8687,0.0066484239220619,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
368,368,8,train,4,0.43815,0.8663333333333333,0.0066918411990006,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
369,369,9,test,4,0.4397,0.8659,0.0066528247475624,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
370,370,10,train,5,0.4381833333333333,0.8693333333333333,0.0066830163458983,4.2,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
371,371,11,test,5,0.4374,0.8703,0.0066441405296325,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
372,372,12,train,6,0.4374,0.8686333333333334,0.0066816761692365,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
373,373,13,test,6,0.4392,0.8694,0.00664379478693,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
374,374,14,train,7,0.4404666666666667,0.8685166666666667,0.0066772846500078,4.0,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
375,375,15,test,7,0.442,0.8692,0.0066413510799407,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
376,376,16,train,8,0.43805,0.8703666666666666,0.0066742164293924,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
377,377,17,test,8,0.4394,0.8696,0.0066384085536003,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
378,378,18,train,9,0.43815,0.8699833333333333,0.0066733246525128,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
379,379,19,test,9,0.4402,0.8705,0.0066336018323898,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
380,380,20,train,10,0.43955,0.8703166666666666,0.0066705278654893,4.0,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
381,381,21,test,10,0.4403,0.8706,0.0066326959252357,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
382,382,22,train,11,0.4379166666666667,0.8702333333333333,0.0066713553468386,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
383,383,23,test,11,0.4408,0.8699,0.00663250644207,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
384,384,24,train,12,0.4380666666666666,0.8716,0.0066694963018099,4.0,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
385,385,25,test,12,0.4384,0.872,0.0066313485383987,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
386,386,26,train,13,0.4370666666666666,0.8717,0.0066676470836003,4.2,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
387,387,27,test,13,0.4382,0.8729,0.0066299871206283,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
388,388,28,train,14,0.43725,0.8709333333333333,0.0066670292496681,4.2,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
389,389,29,test,14,0.4369,0.8714,0.0066304146170616,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
390,390,30,train,15,0.4408833333333333,0.8707833333333334,0.0066638583203156,4.0,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
391,391,31,test,15,0.4394,0.8717,0.0066239576816558,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
392,392,32,train,16,0.4423666666666667,0.8694666666666667,0.0066618041495482,4.2,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
393,393,33,test,16,0.4433,0.8691,0.0066248706936836,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
394,394,34,train,17,0.4431833333333333,0.8703833333333333,0.0066585868000984,4.2,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
395,395,35,test,17,0.4433,0.8718,0.0066170942187309,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
396,396,36,train,18,0.4433,0.8708166666666667,0.006659400276343,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
397,397,37,test,18,0.4444,0.8721,0.0066188499212265,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
398,398,38,train,19,0.4423333333333333,0.8700833333333333,0.006656752649943,4.1,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
399,399,39,test,19,0.4439,0.8715,0.0066160494685173,,0,3,162,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
400,400,0,train,0,0.44255,0.8700166666666667,0.0066574439485867,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
401,401,1,test,0,0.4434,0.8719,0.0066189958333969,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
402,402,2,train,1,0.44225,0.87025,0.0066586026291052,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
403,403,3,test,1,0.4435,0.8712,0.0066191881656646,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
404,404,4,train,2,0.4417666666666666,0.8706833333333334,0.006658917282025,4.2,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
405,405,5,test,2,0.4424,0.8715,0.0066193670630455,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
406,406,6,train,3,0.4415333333333333,0.8705833333333334,0.0066604250510533,4.2,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
407,407,7,test,3,0.4426,0.8708,0.0066209438085556,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
408,408,8,train,4,0.4421333333333333,0.8707666666666667,0.0066625131348768,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
409,409,9,test,4,0.4422,0.8713,0.0066205467939376,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
410,410,10,train,5,0.4408333333333333,0.87075,0.0066633659382661,4.0,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
411,411,11,test,5,0.4422,0.871,0.0066237502694129,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
412,412,12,train,6,0.4408,0.8710833333333333,0.006665154069662,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
413,413,13,test,6,0.4434,0.8722,0.0066264762759208,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
414,414,14,train,7,0.4401666666666666,0.8707166666666667,0.0066669419149557,4.2,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
415,415,15,test,7,0.443,0.8723,0.0066287369847297,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
416,416,16,train,8,0.4402666666666666,0.87105,0.0066686817189057,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
417,417,17,test,8,0.4421,0.8722,0.0066305199384689,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
418,418,18,train,9,0.44015,0.8709,0.0066712184051672,4.0,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
419,419,19,test,9,0.4412,0.8715,0.0066330668210983,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
420,420,20,train,10,0.4394166666666667,0.87115,0.006673251458009,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
421,421,21,test,10,0.4412,0.8718,0.0066358682870864,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
422,422,22,train,11,0.4396833333333333,0.8712666666666666,0.0066755151351292,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
423,423,23,test,11,0.4414,0.8716,0.0066384332537651,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
424,424,24,train,12,0.43905,0.87135,0.0066774868329366,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
425,425,25,test,12,0.4415,0.8713,0.0066391478776931,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
426,426,26,train,13,0.4382833333333333,0.8712,0.0066799240847428,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
427,427,27,test,13,0.4417,0.8716,0.0066417755365371,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
428,428,28,train,14,0.4382666666666667,0.8712333333333333,0.0066831514080365,4.0,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
429,429,29,test,14,0.4394,0.8719,0.0066460808396339,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
430,430,30,train,15,0.4381833333333333,0.8713666666666666,0.0066856570323308,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
431,431,31,test,15,0.4405,0.8711,0.0066501385092735,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
432,432,32,train,16,0.43745,0.8714666666666666,0.0066885642945766,4.0,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
433,433,33,test,16,0.4394,0.8715,0.0066521013021469,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
434,434,34,train,17,0.4375333333333333,0.8714166666666666,0.0066920185883839,4.0,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
435,435,35,test,17,0.4387,0.8712,0.0066554189920425,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
436,436,36,train,18,0.4364,0.8714833333333334,0.0066950467626253,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
437,437,37,test,18,0.4389,0.8719,0.0066573319196701,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
438,438,38,train,19,0.43675,0.8715,0.0066981177687644,4.1,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
439,439,39,test,19,0.4377,0.8712,0.0066611719489097,,1,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
440,440,0,train,0,0.4359333333333333,0.8715666666666667,0.006701482707262,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
441,441,1,test,0,0.4378,0.8717,0.0066661511182785,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
442,442,2,train,1,0.4356,0.8714833333333334,0.0067051883459091,4.5,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
443,443,3,test,1,0.4366,0.8713,0.0066694377899169,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
444,444,4,train,2,0.4351,0.8715666666666667,0.0067081574519475,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
445,445,5,test,2,0.4368,0.871,0.0066746895909309,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
446,446,6,train,3,0.4350833333333333,0.87185,0.0067114972015221,4.2,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
447,447,7,test,3,0.4344,0.8704,0.0066778505921363,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
448,448,8,train,4,0.4347833333333333,0.87195,0.0067155349393685,4.1,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
449,449,9,test,4,0.4351,0.8715,0.0066824335575103,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
450,450,10,train,5,0.4339166666666667,0.8718833333333333,0.0067199635823567,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
451,451,11,test,5,0.4344,0.8723,0.0066857298851013,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
452,452,12,train,6,0.4338833333333333,0.8721666666666666,0.0067243146936098,4.2,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
453,453,13,test,6,0.4334,0.8719,0.0066907247424125,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
454,454,14,train,7,0.4335166666666666,0.8721333333333333,0.0067275127470493,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
455,455,15,test,7,0.433,0.8709,0.0066947665929794,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
456,456,16,train,8,0.4328,0.8722,0.0067321826934814,4.2,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
457,457,17,test,8,0.4338,0.8714,0.0066977165579795,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
458,458,18,train,9,0.4325333333333333,0.8721666666666666,0.0067363489925861,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
459,459,19,test,9,0.4338,0.8721,0.006701828956604,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
460,460,20,train,10,0.432,0.8725166666666667,0.0067407229125499,4.1,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
461,461,21,test,10,0.4324,0.8723,0.0067071901679039,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
462,462,22,train,11,0.4315333333333333,0.8723666666666666,0.0067451531589031,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
463,463,23,test,11,0.4324,0.8729,0.0067122417330741,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
464,464,24,train,12,0.43085,0.8722333333333333,0.0067498585085074,4.1,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
465,465,25,test,12,0.432,0.8719,0.006717277765274,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
466,466,26,train,13,0.4306166666666666,0.8725,0.0067544000943501,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
467,467,27,test,13,0.431,0.8722,0.0067214946269989,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
468,468,28,train,14,0.4302833333333333,0.8721833333333333,0.0067594880203406,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
469,469,29,test,14,0.4308,0.8726,0.0067274669408798,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
470,470,30,train,15,0.4296,0.8722,0.0067640579223632,4.1,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
471,471,31,test,15,0.4305,0.8725,0.0067314341187477,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
472,472,32,train,16,0.4291,0.8718833333333333,0.0067692045191923,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
473,473,33,test,16,0.4295,0.8726,0.0067362017035484,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
474,474,34,train,17,0.42845,0.8721333333333333,0.0067739289045333,4.0,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
475,475,35,test,17,0.43,0.8724,0.0067430937647819,,2,3,2320,<class 'torch.optim.adamw.AdamW'>,128,250,True,0.01,0.001,False,exp2_rounds5_epochs20_CNN,20,CNN,layerwise,CNN_layerwise
